,Table S11 GO enrichment of cluster 4,,,,,
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,1,22,3.40E-10,biological_process,"The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases, beginning with the synthesis of a pyrimidine ring from simpler precursors."
GO:0009112,nucleobase metabolic process,1,80,1.38E-03,biological_process,"The chemical reactions and pathways involving a nucleobase, a nitrogenous base that is a constituent of a nucleic acid, e.g. the purines: adenine, guanine, hypoxanthine, xanthine and the pyrimidines: cytosine, uracil, thymine."
GO:0009123,nucleoside monophosphate metabolic process,1,99,4.48E-03,biological_process,"The chemical reactions and pathways involving a nucleoside monophosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with phosphate on the sugar."
GO:0006206,pyrimidine nucleobase metabolic process,1,39,2.85E-06,biological_process,"The chemical reactions and pathways involving pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases."
GO:0009129,pyrimidine nucleoside monophosphate metabolic process,1,34,5.04E-07,biological_process,"The chemical reactions and pathways involving pyrimidine nucleoside monophosphate, a compound consisting of a pyrimidine base linked to a ribose or deoxyribose sugar esterified with phosphate on the sugar."
GO:0009124,nucleoside monophosphate biosynthetic process,1,98,4.26E-03,biological_process,"The chemical reactions and pathways resulting in the formation of a nucleoside monophosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with phosphate on the sugar."
GO:0009156,ribonucleoside monophosphate biosynthetic process,1,78,1.18E-03,biological_process,"The chemical reactions and pathways resulting in the formation of a ribonucleoside monophosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with phosphate on the sugar."
GO:0006222,UMP biosynthetic process,1,14,2.86E-15,biological_process,"The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate."
GO:0009161,ribonucleoside monophosphate metabolic process,1,79,1.28E-03,biological_process,"The chemical reactions and pathways involving a ribonucleoside monophosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with phosphate on the sugar."
GO:0009130,pyrimidine nucleoside monophosphate biosynthetic process,1,33,3.35E-07,biological_process,"The chemical reactions and pathways resulting in the formation of pyrimidine nucleoside monophosphate, a compound consisting of a pyrimidine base linked to a ribose or deoxyribose sugar esterified with phosphate on the sugar."
GO:0016036,cellular response to phosphate starvation,1,126,1.34E-02,biological_process,"Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of phosphate."
GO:0009173,pyrimidine ribonucleoside monophosphate metabolic process,1,15,2.42E-14,biological_process,"The chemical reactions and pathways involving pyrimidine ribonucleoside monophosphate, a compound consisting of a pyrimidine base linked to a ribose sugar esterified with phosphate on the sugar."
GO:0016743,carboxyl- or carbamoyltransferase activity,1,7,4.20E-29,molecular_function,Catalysis of the transfer of a carboxyl- or carbamoyl group from one compound (donor) to another (acceptor).
GO:0009174,pyrimidine ribonucleoside monophosphate biosynthetic process,1,14,2.86E-15,biological_process,"The chemical reactions and pathways resulting in the formation of pyrimidine ribonucleoside monophosphate, a compound consisting of a pyrimidine base linked to a ribose sugar esterified with phosphate on the sugar."
GO:0019856,pyrimidine nucleobase biosynthetic process,1,33,3.35E-07,biological_process,"The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases."
GO:0046049,UMP metabolic process,1,14,2.86E-15,biological_process,"The chemical reactions and pathways involving UMP, uridine monophosphate."
GO:0046112,nucleobase biosynthetic process,1,59,1.64E-04,biological_process,"The chemical reactions and pathways resulting in the formation of a nucleobase, a nitrogenous base that is a constituent of a nucleic acid."
GO:0016630,protochlorophyllide reductase activity,1,9,5.74E-23,molecular_function,Catalysis of the reaction: chlorophyllide a + NADP+ = protochlorophyllide + NADPH + H+.
GO:0009646,response to absence of light,1,56,1.07E-04,biological_process,"Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an absence of light stimuli."
GO:0044205,'de novo' UMP biosynthetic process,1,7,4.20E-29,biological_process,"The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate, starting with the synthesis of (S)-dihydroorotate from bicarbonate; UMP biosynthesis may either occur via reduction by quinone, NAD+ or oxygen."
GO:0006779,porphyrin-containing compound biosynthetic process,1,140,2.03E-02,biological_process,The chemical reactions and pathways resulting in the formation of any member of a large group of derivatives or analogs of porphyrin. Porphyrin consists of a ring of four pyrrole nuclei linked each to the next at their alpha positions through a methine group.
GO:0009647,skotomorphogenesis,1,7,4.20E-29,biological_process,"The control of plant growth, development, and differentiation in response to growth in darkness."
GO:0015995,chlorophyll biosynthetic process,1,97,4.04E-03,biological_process,"The chemical reactions and pathways resulting in the formation of chlorophyll, any compound of magnesium complexed in a porphyrin (tetrapyrrole) ring and which functions as a photosynthetic pigment, from less complex precursors."
GO:0009785,blue light signaling pathway,1,25,4.03E-09,biological_process,"The series of molecular signals initiated upon sensing of blue light by photoreceptor molecule, at a wavelength between 400nm and 470nm."
GO:0010262,somatic embryogenesis,1,25,4.03E-09,biological_process,"Initiation of a somatic embryo-an embryo arising from previously differentiated somatic cells, rather than from fused haploid gametes."
GO:0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",1,27,1.55E-08,molecular_function,A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets transcribed by RNA polymerase II.
GO:0019216,regulation of lipid metabolic process,1,99,4.48E-03,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving lipids."
GO:0031099,regeneration,1,32,2.17E-07,biological_process,"The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."
GO:0030522,intracellular receptor signaling pathway,1,25,4.03E-09,biological_process,The series of molecular signals initiated by a ligand binding to a receptor located within a cell.
GO:0019217,regulation of fatty acid metabolic process,1,29,4.95E-08,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving fatty acids."
GO:0016628,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",1,99,4.48E-03,molecular_function,Catalysis of an oxidation-reduction (redox) reaction in which a CH-CH group acts as a hydrogen or electron donor and reduces NAD or NADP.
GO:0045834,positive regulation of lipid metabolic process,1,38,2.09E-06,biological_process,"Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."
GO:0042304,regulation of fatty acid biosynthetic process,1,19,1.33E-11,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of fatty acids, any of the aliphatic monocarboxylic acids that can be liberated by hydrolysis from naturally occurring fats and oils."
