,Table S9 GO enrichment of cluster 2,,,,,
GO:0006220,pyrimidine nucleotide metabolic process,1,99,1.01E-02,biological_process,"The chemical reactions and pathways involving a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0006221,pyrimidine nucleotide biosynthetic process,1,99,1.01E-02,biological_process,"The chemical reactions and pathways resulting in the formation of a pyrimidine nucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a deoxyribose or ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0004070,aspartate carbamoyltransferase activity,1,4,4.69E-42,molecular_function,Catalysis of the reaction: L-aspartate + carbamoyl phosphate = N-carbamoyl-L-aspartate + H+ + phosphate.
GO:0009218,pyrimidine ribonucleotide metabolic process,1,61,7.47E-04,biological_process,"The chemical reactions and pathways involving a pyrimidine ribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0009112,nucleobase metabolic process,1,80,3.68E-03,biological_process,"The chemical reactions and pathways involving a nucleobase, a nitrogenous base that is a constituent of a nucleic acid, e.g. the purines: adenine, guanine, hypoxanthine, xanthine and the pyrimidines: cytosine, uracil, thymine."
GO:0009220,pyrimidine ribonucleotide biosynthetic process,1,61,7.47E-04,biological_process,"The chemical reactions and pathways resulting in the formation of a pyrimidine ribonucleotide, a compound consisting of nucleoside (a pyrimidine base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,1,22,9.17E-09,biological_process,"The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases, beginning with the synthesis of a pyrimidine ring from simpler precursors."
GO:0006222,UMP biosynthetic process,1,14,4.81E-13,biological_process,"The chemical reactions and pathways resulting in the formation of UMP, uridine monophosphate."
GO:0009129,pyrimidine nucleoside monophosphate metabolic process,1,34,4.39E-06,biological_process,"The chemical reactions and pathways involving pyrimidine nucleoside monophosphate, a compound consisting of a pyrimidine base linked to a ribose or deoxyribose sugar esterified with phosphate on the sugar."
GO:0006206,pyrimidine nucleobase metabolic process,1,39,1.91E-05,biological_process,"The chemical reactions and pathways involving pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases."
GO:0016743,carboxyl- or carbamoyltransferase activity,1,7,1.08E-24,molecular_function,Catalysis of the transfer of a carboxyl- or carbamoyl group from one compound (donor) to another (acceptor).
GO:0009130,pyrimidine nucleoside monophosphate biosynthetic process,1,33,3.11E-06,biological_process,"The chemical reactions and pathways resulting in the formation of pyrimidine nucleoside monophosphate, a compound consisting of a pyrimidine base linked to a ribose or deoxyribose sugar esterified with phosphate on the sugar."
GO:0009173,pyrimidine ribonucleoside monophosphate metabolic process,1,15,2.91E-12,biological_process,"The chemical reactions and pathways involving pyrimidine ribonucleoside monophosphate, a compound consisting of a pyrimidine base linked to a ribose sugar esterified with phosphate on the sugar."
GO:0009174,pyrimidine ribonucleoside monophosphate biosynthetic process,1,14,4.81E-13,biological_process,"The chemical reactions and pathways resulting in the formation of pyrimidine ribonucleoside monophosphate, a compound consisting of a pyrimidine base linked to a ribose sugar esterified with phosphate on the sugar."
GO:0046112,nucleobase biosynthetic process,1,59,5.97E-04,biological_process,"The chemical reactions and pathways resulting in the formation of a nucleobase, a nitrogenous base that is a constituent of a nucleic acid."
GO:0019856,pyrimidine nucleobase biosynthetic process,1,33,3.11E-06,biological_process,"The chemical reactions and pathways resulting in the formation of pyrimidine nucleobases, 1,3-diazine, organic nitrogenous bases."
GO:0019207,kinase regulator activity,1,144,4.10E-02,molecular_function,"Modulates the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule."
GO:0019210,kinase inhibitor activity,1,29,6.17E-07,molecular_function,"Binds to and stops, prevents or reduces the activity of a kinase."
GO:0046049,UMP metabolic process,1,14,4.81E-13,biological_process,"The chemical reactions and pathways involving UMP, uridine monophosphate."
GO:0000030,mannosyltransferase activity,1,64,1.02E-03,molecular_function,"Catalysis of the transfer of a mannosyl group to an acceptor molecule, typically another carbohydrate or a lipid."
GO:0019187,"beta-1,4-mannosyltransferase activity",1,38,1.47E-05,molecular_function,"Catalysis of the transfer of a mannose residue to an oligosaccharide, forming a beta-(1->4) linkage."
GO:0009292,horizontal gene transfer,2,28,2.90E-24,biological_process,"The introduction of genetic information into a cell to create a genetically different individual, without production of new individuals."
GO:0009294,DNA-mediated transformation,2,28,2.90E-24,biological_process,The direct uptake and incorporation of exogenous genetic material (DNA or RNA) into a cell from its surroundings through the cell envelope.
GO:0047259,glucomannan 4-beta-mannosyltransferase activity,1,8,8.67E-22,molecular_function,Catalysis of the reaction: glucomannan(n) + GDP-mannose = glucomannan(n+1) + GDP.
GO:0008360,regulation of cell shape,1,25,7.39E-08,biological_process,Any process that modulates the surface configuration of a cell.
GO:0051753,mannan synthase activity,1,33,3.11E-06,molecular_function,Catalysis of the reaction: mannan(n) + GDP-mannose = mannan(n+1) + GDP. This reaction is the formation of the beta-(1->4)-linked mannan backbone in substrates such as galactomannan.
GO:0009295,nucleoid,1,68,1.48E-03,cellular_component,"The region of a virus, bacterial cell, mitochondrion or chloroplast to which the nucleic acid is confined."
GO:0010020,chloroplast fission,1,33,3.11E-06,biological_process,The division of a chloroplast within a cell to form two or more separate chloroplast compartments. This division occurs independently of mitosis.
GO:0042646,plastid nucleoid,1,62,8.31E-04,cellular_component,The region of a plastid to which the DNA is confined.
GO:0042644,chloroplast nucleoid,1,55,3.64E-04,cellular_component,The region of a chloroplast to which the DNA is confined.
GO:0043572,plastid fission,1,33,3.11E-06,biological_process,"The creation of two or more plastids by division of one plastid. A plastid is any member of a family of organelles found in the cytoplasm of plants and some protists, which are membrane-bounded and contain DNA."
GO:0003886,DNA (cytosine-5-)-methyltransferase activity,1,26,1.33E-07,molecular_function,Catalysis of the reaction: S-adenosyl-L-methionine + DNA containing cytosine = S-adenosyl-L-homocysteine + DNA containing 5-methylcytosine.
GO:0016881,acid-amino acid ligase activity,1,83,4.44E-03,molecular_function,"Catalysis of the ligation of an acid to an amino acid via a carbon-nitrogen bond, with the concomitant hydrolysis of the diphosphate bond in ATP or a similar triphosphate."
GO:0003825,"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity",1,15,2.91E-12,molecular_function,"Catalysis of the reaction: UDP-glucose + D-glucose-6-phosphate = UDP + alpha,alpha-trehalose-6-phosphate."
GO:0005991,trehalose metabolic process,1,91,6.93E-03,biological_process,"The chemical reactions and pathways involving trehalose, a disaccharide isomeric with sucrose and obtained from certain lichens and fungi."
GO:0080186,developmental vegetative growth,1,11,3.12E-16,biological_process,The increase in size or mass of non-reproductive plant parts.
GO:0019208,phosphatase regulator activity,1,114,1.80E-02,molecular_function,"Binds to and modulates the activity of a phosphatase, an enzyme which catalyzes of the removal of a phosphate group from a substrate molecule."
GO:0009008,DNA-methyltransferase activity,1,27,2.31E-07,molecular_function,Catalysis of the transfer of a methyl group to a DNA molecule.
GO:0019888,protein phosphatase regulator activity,1,111,1.62E-02,molecular_function,Binds to and modulates the activity of a protein phosphatase.
GO:0042325,regulation of phosphorylation,1,104,1.25E-02,biological_process,"Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."
