,Table S8. GO enrichment of cluster 1,,,,,
GO:1901505,carbohydrate derivative transmembrane transporter activity,1,224,1.15E-02,molecular_function,Enables the transfer of carbohydrate derivative from one side of a membrane to the other.
GO:1901264,carbohydrate derivative transport,1,87,2.27E-05,biological_process,"The directed movement of a carbohydrate derivative into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0015931,nucleobase-containing compound transport,1,162,2.39E-03,biological_process,"The directed movement of nucleobases, nucleosides, nucleotides and nucleic acids, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."
GO:0019207,kinase regulator activity,1,144,1.20E-03,molecular_function,"Modulates the activity of a kinase, an enzyme which catalyzes of the transfer of a phosphate group, usually from ATP, to a substrate molecule."
GO:0019210,kinase inhibitor activity,1,29,1.00E-13,molecular_function,"Binds to and stops, prevents or reduces the activity of a kinase."
GO:0010894,negative regulation of steroid biosynthetic process,1,1,0.00E+00,biological_process,"Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."
GO:0010422,regulation of brassinosteroid biosynthetic process,1,4,3.70E-90,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of brassinosteroids."
GO:0019218,regulation of steroid metabolic process,1,6,1.10E-60,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving steroids."
GO:0045939,negative regulation of steroid metabolic process,1,1,0.00E+00,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving steroids."
GO:0046890,regulation of lipid biosynthetic process,1,78,7.29E-06,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."
GO:0046982,protein heterodimerization activity,1,275,2.56E-02,molecular_function,Binding to a nonidentical protein to form a heterodimer.
GO:0019887,protein kinase regulator activity,1,138,9.15E-04,molecular_function,"Modulates the activity of a protein kinase, an enzyme which phosphorylates a protein."
GO:0010423,negative regulation of brassinosteroid biosynthetic process,1,1,0.00E+00,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of brassinosteroids."
GO:0050810,regulation of steroid biosynthetic process,1,5,1.77E-72,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."
GO:0051055,negative regulation of lipid biosynthetic process,1,12,3.81E-31,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."
GO:0006486,protein glycosylation,1,248,1.74E-02,biological_process,"A protein modification process that results in the addition of a carbohydrate or carbohydrate derivative unit to a protein amino acid, e.g. the addition of glycan chains to proteins."
GO:0006493,protein O-linked glycosylation,1,16,9.79E-24,biological_process,"A protein glycosylation process in which a carbohydrate or carbohydrate derivative unit is added to a protein via the hydroxyl group of peptidyl-serine, peptidyl-threonine, peptidyl-hydroxylysine, or peptidyl-hydroxyproline, or via the phenol group of peptidyl-tyrosine, forming an O-glycan."
GO:0008375,acetylglucosaminyltransferase activity,1,112,2.08E-04,molecular_function,Catalysis of the transfer of an N-acetylglucosaminyl residue from UDP-N-acetyl-glucosamine to a sugar.
GO:0009910,negative regulation of flower development,1,58,1.72E-07,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of flower development."
GO:0090030,regulation of steroid hormone biosynthetic process,1,4,3.70E-90,biological_process,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroid hormones,compounds with a 1, 2, cyclopentanoperhydrophenanthrene nucleus that act as hormones."
GO:0048581,negative regulation of post-embryonic development,1,148,1.42E-03,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of post-embryonic development. Post-embryonic development is defined as the process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure."
GO:0043413,macromolecule glycosylation,1,248,1.74E-02,biological_process,"The covalent attachment of a glycosyl residue to one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule."
GO:0090032,negative regulation of steroid hormone biosynthetic process,1,1,0.00E+00,biological_process,"Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of steroid hormones,compounds with a 1, 2, cyclopentanoperhydrophenanthrene nucleus that act as hormones."
GO:0097363,protein O-acetylglucosaminyltransferase activity,1,2,1.81E-178,molecular_function,"Catalysis of the reaction: UDP-N-acetyl-D-glucosamine + [protein]-L-serine = UDP + [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine, or UDP-N-acetyl-D-glucosamine + [protein]-L-threonine = UDP + [protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine."
GO:0101005,deubiquitinase activity,1,128,5.54E-04,molecular_function,An isopeptidase activity that cleaves ubiquitin from a target protein to which it is conjugated.
GO:0009650,UV protection,1,8,6.30E-46,biological_process,"Any process in which an organism or cell protects itself from ultraviolet radiation (UV), which may also result in resistance to repeated exposure to UV."
GO:0140934,histone deubiquitinase activity,1,7,2.97E-52,molecular_function,A deubiquitinase that cleaves ubiquitin from a histone protein to which it is conjugated.
GO:0019783,ubiquitin-like protein peptidase activity,1,142,1.10E-03,molecular_function,"An isopeptidase activity that cleaves ubiquitin or ubiquitin-like proteins (ULP; e.g. ATG8, ISG15, NEDD8, SUMO) from target proteins."
GO:2000242,negative regulation of reproductive process,1,91,3.50E-05,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of reproductive process."
GO:0051093,negative regulation of developmental process,1,204,7.66E-03,biological_process,"Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."
GO:0051241,negative regulation of multicellular organismal process,1,165,2.65E-03,biological_process,"Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."
